sku,_attribute_set,_type,_category,_product_websites,color,created_at,size,description,has_options,name,options_container,price,required_options,short_description,status,tax_class_id,updated_at,url_key,url_path,visibility,weight,qty,use_config_min_qty,use_config_backorders,use_config_min_sale_qty,use_config_max_sale_qty,is_in_stock,use_config_notify_stock_qty,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,use_config_enable_qty_inc,_super_products_sku,_super_attribute_code,_super_attribute_option,image,small_image,thumbnail,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
70002-4,Default,configurable,,base,BLACK,,,"Delightful and ravishing the senses, garter belt made of contrasting black and red eco-leather with the provocative inscription> fuck <. The frivolity effect is enhanced by silver stars in the front part. Metal harness fasteners are used as garter belts. The back is fastened with a 2-row hook and eye. Stockings included.",1,"GARTER BELT GB082 - 7HEAVEN",,88.50,,"Delightful and ravishing the senses, garter belt made of contrasting black and red eco-leather with the provocative inscription> fuck <. The frivolity effect is enhanced by silver stars in the front part. Metal harness fasteners are used as garter belts. The back is fastened with a 2-row hook and eye. Stockings included.",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,70002-4-S,size,S,246d2915e45be7f512b1aad11f45a991.jpg,246d2915e45be7f512b1aad11f45a991.jpg,246d2915e45be7f512b1aad11f45a991.jpg,88,246d2915e45be7f512b1aad11f45a991.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70002-4-M,size,M,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70002-4-L,size,L,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70002-4-XL,size,XL,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70002-4-XXL,size,XXL,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70002-4-XXXL,size,XXXL,,,,,,,,
70002-5-S,Default,simple,,base,BLACK,,S,"A garter belt, or rather a set consisting of a belt, handcuffs, thongs and stockings, which captivates and makes your intimate moments take on a completely new dimension. The whole is made of high-quality eco-leather, decorated with a silver chain and a metal miniature handcuffs in the middle",1,"SET OF GARTER BELT TUBE GB080 - 7HEAVEN - S",,64.70,,"A garter belt, or rather a set consisting of a belt, handcuffs, thongs and stockings, which captivates and makes your intimate moments take on a completely new dimension. The whole is made of high-quality eco-leather, decorated with a silver chain and a metal miniature handcuffs in the middle",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70002-5-M,Default,simple,,base,BLACK,,M,"A garter belt, or rather a set consisting of a belt, handcuffs, thongs and stockings, which captivates and makes your intimate moments take on a completely new dimension. The whole is made of high-quality eco-leather, decorated with a silver chain and a metal miniature handcuffs in the middle",1,"SET OF GARTER BELT TUBE GB080 - 7HEAVEN - M",,64.70,,"A garter belt, or rather a set consisting of a belt, handcuffs, thongs and stockings, which captivates and makes your intimate moments take on a completely new dimension. The whole is made of high-quality eco-leather, decorated with a silver chain and a metal miniature handcuffs in the middle",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70002-5-L,Default,simple,,base,BLACK,,L,"A garter belt, or rather a set consisting of a belt, handcuffs, thongs and stockings, which captivates and makes your intimate moments take on a completely new dimension. The whole is made of high-quality eco-leather, decorated with a silver chain and a metal miniature handcuffs in the middle",1,"SET OF GARTER BELT TUBE GB080 - 7HEAVEN - L",,64.70,,"A garter belt, or rather a set consisting of a belt, handcuffs, thongs and stockings, which captivates and makes your intimate moments take on a completely new dimension. The whole is made of high-quality eco-leather, decorated with a silver chain and a metal miniature handcuffs in the middle",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70002-5-XL,Default,simple,,base,BLACK,,XL,"A garter belt, or rather a set consisting of a belt, handcuffs, thongs and stockings, which captivates and makes your intimate moments take on a completely new dimension. The whole is made of high-quality eco-leather, decorated with a silver chain and a metal miniature handcuffs in the middle",1,"SET OF GARTER BELT TUBE GB080 - 7HEAVEN - XL",,64.70,,"A garter belt, or rather a set consisting of a belt, handcuffs, thongs and stockings, which captivates and makes your intimate moments take on a completely new dimension. The whole is made of high-quality eco-leather, decorated with a silver chain and a metal miniature handcuffs in the middle",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70002-5,Default,configurable,,base,BLACK,,,"A garter belt, or rather a set consisting of a belt, handcuffs, thongs and stockings, which captivates and makes your intimate moments take on a completely new dimension. The whole is made of high-quality eco-leather, decorated with a silver chain and a metal miniature handcuffs in the middle",1,"SET OF GARTER BELT TUBE GB080 - 7HEAVEN",,64.70,,"A garter belt, or rather a set consisting of a belt, handcuffs, thongs and stockings, which captivates and makes your intimate moments take on a completely new dimension. The whole is made of high-quality eco-leather, decorated with a silver chain and a metal miniature handcuffs in the middle",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,70002-5-S,size,S,f6f5926f18341eceb02189ec909f8ff7.jpg,f6f5926f18341eceb02189ec909f8ff7.jpg,f6f5926f18341eceb02189ec909f8ff7.jpg,88,f6f5926f18341eceb02189ec909f8ff7.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70002-5-M,size,M,21bf071ffa216413c7e0ea94a9eaad21.jpg,21bf071ffa216413c7e0ea94a9eaad21.jpg,21bf071ffa216413c7e0ea94a9eaad21.jpg,21bf071ffa216413c7e0ea94a9eaad21.jpg,88,21bf071ffa216413c7e0ea94a9eaad21.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70002-5-L,size,L,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70002-5-XL,size,XL,,,,,,,,
70000-1-S,Default,simple,,base,BLACK,,S,"Stunning lack of mini dress with amazing honeycomb cutouts at the bottom. A large, metal circle on the neckline adds a predatory character.",1,"MINI DRESS WITH METAL WHEEL D200 LYDIE - 7HEAVEN - S",,98.50,,"Stunning lack of mini dress with amazing honeycomb cutouts at the bottom. A large, metal circle on the neckline adds a predatory character.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70000-1-M,Default,simple,,base,BLACK,,M,"Stunning lack of mini dress with amazing honeycomb cutouts at the bottom. A large, metal circle on the neckline adds a predatory character.",1,"MINI DRESS WITH METAL WHEEL D200 LYDIE - 7HEAVEN - M",,98.50,,"Stunning lack of mini dress with amazing honeycomb cutouts at the bottom. A large, metal circle on the neckline adds a predatory character.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70000-1-L,Default,simple,,base,BLACK,,L,"Stunning lack of mini dress with amazing honeycomb cutouts at the bottom. A large, metal circle on the neckline adds a predatory character.",1,"MINI DRESS WITH METAL WHEEL D200 LYDIE - 7HEAVEN - L",,98.50,,"Stunning lack of mini dress with amazing honeycomb cutouts at the bottom. A large, metal circle on the neckline adds a predatory character.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70000-1-XL,Default,simple,,base,BLACK,,XL,"Stunning lack of mini dress with amazing honeycomb cutouts at the bottom. A large, metal circle on the neckline adds a predatory character.",1,"MINI DRESS WITH METAL WHEEL D200 LYDIE - 7HEAVEN - XL",,98.50,,"Stunning lack of mini dress with amazing honeycomb cutouts at the bottom. A large, metal circle on the neckline adds a predatory character.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70000-1,Default,configurable,,base,BLACK,,,"Stunning lack of mini dress with amazing honeycomb cutouts at the bottom. A large, metal circle on the neckline adds a predatory character.",1,"MINI DRESS WITH METAL WHEEL D200 LYDIE - 7HEAVEN",,98.50,,"Stunning lack of mini dress with amazing honeycomb cutouts at the bottom. A large, metal circle on the neckline adds a predatory character.",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,70000-1-S,size,S,5fffbb392f36b6b61def6aaf31611cc6.jpg,5fffbb392f36b6b61def6aaf31611cc6.jpg,5fffbb392f36b6b61def6aaf31611cc6.jpg,88,5fffbb392f36b6b61def6aaf31611cc6.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000-1-M,size,M,803411010be4dde5711bb33c504a2d23.jpg,803411010be4dde5711bb33c504a2d23.jpg,803411010be4dde5711bb33c504a2d23.jpg,803411010be4dde5711bb33c504a2d23.jpg,88,803411010be4dde5711bb33c504a2d23.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000-1-L,size,L,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000-1-XL,size,XL,,,,,,,,
70000-2-S,Default,simple,,base,BLACK,,S,"A completely crazy dress for women who like to captivate with their appearance. The whole front is made of elastic lack-and cut in the shape of a spider's web guarantees an absoultely unique and captivating look.",1,"SPIDER DRESS NETWORK D198 - 7HEAVEN - S",,98.50,,"A completely crazy dress for women who like to captivate with their appearance. The whole front is made of elastic lack-and cut in the shape of a spider's web guarantees an absoultely unique and captivating look.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70000-2-M,Default,simple,,base,BLACK,,M,"A completely crazy dress for women who like to captivate with their appearance. The whole front is made of elastic lack-and cut in the shape of a spider's web guarantees an absoultely unique and captivating look.",1,"SPIDER DRESS NETWORK D198 - 7HEAVEN - M",,98.50,,"A completely crazy dress for women who like to captivate with their appearance. The whole front is made of elastic lack-and cut in the shape of a spider's web guarantees an absoultely unique and captivating look.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70000-2-L,Default,simple,,base,BLACK,,L,"A completely crazy dress for women who like to captivate with their appearance. The whole front is made of elastic lack-and cut in the shape of a spider's web guarantees an absoultely unique and captivating look.",1,"SPIDER DRESS NETWORK D198 - 7HEAVEN - L",,98.50,,"A completely crazy dress for women who like to captivate with their appearance. The whole front is made of elastic lack-and cut in the shape of a spider's web guarantees an absoultely unique and captivating look.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70000-2-XL,Default,simple,,base,BLACK,,XL,"A completely crazy dress for women who like to captivate with their appearance. The whole front is made of elastic lack-and cut in the shape of a spider's web guarantees an absoultely unique and captivating look.",1,"SPIDER DRESS NETWORK D198 - 7HEAVEN - XL",,98.50,,"A completely crazy dress for women who like to captivate with their appearance. The whole front is made of elastic lack-and cut in the shape of a spider's web guarantees an absoultely unique and captivating look.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70000-2,Default,configurable,,base,BLACK,,,"A completely crazy dress for women who like to captivate with their appearance. The whole front is made of elastic lack-and cut in the shape of a spider's web guarantees an absoultely unique and captivating look.",1,"SPIDER DRESS NETWORK D198 - 7HEAVEN",,98.50,,"A completely crazy dress for women who like to captivate with their appearance. The whole front is made of elastic lack-and cut in the shape of a spider's web guarantees an absoultely unique and captivating look.",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,70000-2-S,size,S,772964e386e91a8d8604cf5d12e79da4.jpg,772964e386e91a8d8604cf5d12e79da4.jpg,772964e386e91a8d8604cf5d12e79da4.jpg,88,772964e386e91a8d8604cf5d12e79da4.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000-2-M,size,M,904f7843dbcd91ff4f68be17b31eb16c.jpg,904f7843dbcd91ff4f68be17b31eb16c.jpg,904f7843dbcd91ff4f68be17b31eb16c.jpg,904f7843dbcd91ff4f68be17b31eb16c.jpg,88,904f7843dbcd91ff4f68be17b31eb16c.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000-2-L,size,L,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000-2-XL,size,XL,,,,,,,,
70000-3-S,Default,simple,,base,BLACK,,S,"A predatory proposal for a romantic evening - a dress made of translucent foil revealing a sensual female back with a sexy binding along the entire length. The front neckline also with an intriguing binding.",1,"CORSET V-NECK FOIL DRESS D196 - 7HEAVEN - S",,145.00,,"A predatory proposal for a romantic evening - a dress made of translucent foil revealing a sensual female back with a sexy binding along the entire length. The front neckline also with an intriguing binding.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70000-3-M,Default,simple,,base,BLACK,,M,"A predatory proposal for a romantic evening - a dress made of translucent foil revealing a sensual female back with a sexy binding along the entire length. The front neckline also with an intriguing binding.",1,"CORSET V-NECK FOIL DRESS D196 - 7HEAVEN - M",,145.00,,"A predatory proposal for a romantic evening - a dress made of translucent foil revealing a sensual female back with a sexy binding along the entire length. The front neckline also with an intriguing binding.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70000-3-L,Default,simple,,base,BLACK,,L,"A predatory proposal for a romantic evening - a dress made of translucent foil revealing a sensual female back with a sexy binding along the entire length. The front neckline also with an intriguing binding.",1,"CORSET V-NECK FOIL DRESS D196 - 7HEAVEN - L",,145.00,,"A predatory proposal for a romantic evening - a dress made of translucent foil revealing a sensual female back with a sexy binding along the entire length. The front neckline also with an intriguing binding.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70000-3-XL,Default,simple,,base,BLACK,,XL,"A predatory proposal for a romantic evening - a dress made of translucent foil revealing a sensual female back with a sexy binding along the entire length. The front neckline also with an intriguing binding.",1,"CORSET V-NECK FOIL DRESS D196 - 7HEAVEN - XL",,145.00,,"A predatory proposal for a romantic evening - a dress made of translucent foil revealing a sensual female back with a sexy binding along the entire length. The front neckline also with an intriguing binding.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70000-3,Default,configurable,,base,BLACK,,,"A predatory proposal for a romantic evening - a dress made of translucent foil revealing a sensual female back with a sexy binding along the entire length. The front neckline also with an intriguing binding.",1,"CORSET V-NECK FOIL DRESS D196 - 7HEAVEN",,145.00,,"A predatory proposal for a romantic evening - a dress made of translucent foil revealing a sensual female back with a sexy binding along the entire length. The front neckline also with an intriguing binding.",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,70000-3-S,size,S,6d30fcde2f3324f7156502c63b016449.jpg,6d30fcde2f3324f7156502c63b016449.jpg,6d30fcde2f3324f7156502c63b016449.jpg,88,6d30fcde2f3324f7156502c63b016449.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000-3-M,size,M,d699314418b77857f38ea17657f47774.jpg,d699314418b77857f38ea17657f47774.jpg,d699314418b77857f38ea17657f47774.jpg,d699314418b77857f38ea17657f47774.jpg,88,d699314418b77857f38ea17657f47774.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000-3-L,size,L,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000-3-XL,size,XL,,,,,,,,
70006-1-S,Default,simple,,base,BLACK,,S,"An electrifying T-shirt, combining the timeless beauty and sensuality of transparent tulle with the elegance of gold, high-gloss contrasting naps. The back is decorated with a pattern of fancy wings.",1,"SEXY DRESS T-SHIRT D192 - 7HEAVEN - S",,125.00,,"An electrifying T-shirt, combining the timeless beauty and sensuality of transparent tulle with the elegance of gold, high-gloss contrasting naps. The back is decorated with a pattern of fancy wings.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70006-1-M,Default,simple,,base,BLACK,,M,"An electrifying T-shirt, combining the timeless beauty and sensuality of transparent tulle with the elegance of gold, high-gloss contrasting naps. The back is decorated with a pattern of fancy wings.",1,"SEXY DRESS T-SHIRT D192 - 7HEAVEN - M",,125.00,,"An electrifying T-shirt, combining the timeless beauty and sensuality of transparent tulle with the elegance of gold, high-gloss contrasting naps. The back is decorated with a pattern of fancy wings.",1,0,,,,4,0,4,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70006-1-L,Default,simple,,base,BLACK,,L,"An electrifying T-shirt, combining the timeless beauty and sensuality of transparent tulle with the elegance of gold, high-gloss contrasting naps. The back is decorated with a pattern of fancy wings.",1,"SEXY DRESS T-SHIRT D192 - 7HEAVEN - L",,125.00,,"An electrifying T-shirt, combining the timeless beauty and sensuality of transparent tulle with the elegance of gold, high-gloss contrasting naps. The back is decorated with a pattern of fancy wings.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70006-1-XL,Default,simple,,base,BLACK,,XL,"An electrifying T-shirt, combining the timeless beauty and sensuality of transparent tulle with the elegance of gold, high-gloss contrasting naps. The back is decorated with a pattern of fancy wings.",1,"SEXY DRESS T-SHIRT D192 - 7HEAVEN - XL",,125.00,,"An electrifying T-shirt, combining the timeless beauty and sensuality of transparent tulle with the elegance of gold, high-gloss contrasting naps. The back is decorated with a pattern of fancy wings.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70006-1,Default,configurable,,base,BLACK,,,"An electrifying T-shirt, combining the timeless beauty and sensuality of transparent tulle with the elegance of gold, high-gloss contrasting naps. The back is decorated with a pattern of fancy wings.",1,"SEXY DRESS T-SHIRT D192 - 7HEAVEN",,125.00,,"An electrifying T-shirt, combining the timeless beauty and sensuality of transparent tulle with the elegance of gold, high-gloss contrasting naps. The back is decorated with a pattern of fancy wings.",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,70006-1-S,size,S,deff2a7803dcda9524887cbd4a014f20.jpg,deff2a7803dcda9524887cbd4a014f20.jpg,deff2a7803dcda9524887cbd4a014f20.jpg,88,deff2a7803dcda9524887cbd4a014f20.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70006-1-M,size,M,389286715810bab11380ddc294b3fdd6.jpg,389286715810bab11380ddc294b3fdd6.jpg,389286715810bab11380ddc294b3fdd6.jpg,389286715810bab11380ddc294b3fdd6.jpg,88,389286715810bab11380ddc294b3fdd6.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70006-1-L,size,L,125ae0e5b5ddca099b65264b65594e4b.jpg,125ae0e5b5ddca099b65264b65594e4b.jpg,125ae0e5b5ddca099b65264b65594e4b.jpg,125ae0e5b5ddca099b65264b65594e4b.jpg,88,125ae0e5b5ddca099b65264b65594e4b.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70006-1-XL,size,XL,3ede1428f8ed965bdfb11288a3a91cbb.jpg,3ede1428f8ed965bdfb11288a3a91cbb.jpg,3ede1428f8ed965bdfb11288a3a91cbb.jpg,3ede1428f8ed965bdfb11288a3a91cbb.jpg,88,3ede1428f8ed965bdfb11288a3a91cbb.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d97d9186abc61699b9d992cffcaa075.jpg,4d97d9186abc61699b9d992cffcaa075.jpg,4d97d9186abc61699b9d992cffcaa075.jpg,4d97d9186abc61699b9d992cffcaa075.jpg,88,4d97d9186abc61699b9d992cffcaa075.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e7d4cf0390dbac47db37355003d8cd7.jpg,5e7d4cf0390dbac47db37355003d8cd7.jpg,5e7d4cf0390dbac47db37355003d8cd7.jpg,5e7d4cf0390dbac47db37355003d8cd7.jpg,88,5e7d4cf0390dbac47db37355003d8cd7.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73b0ab87d7a749d73103c11336f99360.jpg,73b0ab87d7a749d73103c11336f99360.jpg,73b0ab87d7a749d73103c11336f99360.jpg,73b0ab87d7a749d73103c11336f99360.jpg,88,73b0ab87d7a749d73103c11336f99360.jpg,,1,0
70000-4-S,Default,simple,,base,BLACK,,S,"A wonderful coquettish dress which is a combination of wetlook and cabaret fabric with a butterfly pattern. The whole is extremely classic and sensual at the same time.",1,"COQUETTE DRESS WITH LACE D190 - 7HEAVEN - S",,86.50,,"A wonderful coquettish dress which is a combination of wetlook and cabaret fabric with a butterfly pattern. The whole is extremely classic and sensual at the same time.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70000-4-M,Default,simple,,base,BLACK,,M,"A wonderful coquettish dress which is a combination of wetlook and cabaret fabric with a butterfly pattern. The whole is extremely classic and sensual at the same time.",1,"COQUETTE DRESS WITH LACE D190 - 7HEAVEN - M",,86.50,,"A wonderful coquettish dress which is a combination of wetlook and cabaret fabric with a butterfly pattern. The whole is extremely classic and sensual at the same time.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70000-4-L,Default,simple,,base,BLACK,,L,"A wonderful coquettish dress which is a combination of wetlook and cabaret fabric with a butterfly pattern. The whole is extremely classic and sensual at the same time.",1,"COQUETTE DRESS WITH LACE D190 - 7HEAVEN - L",,86.50,,"A wonderful coquettish dress which is a combination of wetlook and cabaret fabric with a butterfly pattern. The whole is extremely classic and sensual at the same time.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70000-4-XL,Default,simple,,base,BLACK,,XL,"A wonderful coquettish dress which is a combination of wetlook and cabaret fabric with a butterfly pattern. The whole is extremely classic and sensual at the same time.",1,"COQUETTE DRESS WITH LACE D190 - 7HEAVEN - XL",,86.50,,"A wonderful coquettish dress which is a combination of wetlook and cabaret fabric with a butterfly pattern. The whole is extremely classic and sensual at the same time.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70000-4-XXL,Default,simple,,base,BLACK,,XXL,"A wonderful coquettish dress which is a combination of wetlook and cabaret fabric with a butterfly pattern. The whole is extremely classic and sensual at the same time.",1,"COQUETTE DRESS WITH LACE D190 - 7HEAVEN - XXL",,86.50,,"A wonderful coquettish dress which is a combination of wetlook and cabaret fabric with a butterfly pattern. The whole is extremely classic and sensual at the same time.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70000-4-XXXL,Default,simple,,base,BLACK,,XXXL,"A wonderful coquettish dress which is a combination of wetlook and cabaret fabric with a butterfly pattern. The whole is extremely classic and sensual at the same time.",1,"COQUETTE DRESS WITH LACE D190 - 7HEAVEN - XXXL",,86.50,,"A wonderful coquettish dress which is a combination of wetlook and cabaret fabric with a butterfly pattern. The whole is extremely classic and sensual at the same time.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70000-4,Default,configurable,,base,BLACK,,,"A wonderful coquettish dress which is a combination of wetlook and cabaret fabric with a butterfly pattern. The whole is extremely classic and sensual at the same time.",1,"COQUETTE DRESS WITH LACE D190 - 7HEAVEN",,86.50,,"A wonderful coquettish dress which is a combination of wetlook and cabaret fabric with a butterfly pattern. The whole is extremely classic and sensual at the same time.",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,70000-4-S,size,S,d7e1a0edfdab7d50b8b501ca8da72d6d.jpg,d7e1a0edfdab7d50b8b501ca8da72d6d.jpg,d7e1a0edfdab7d50b8b501ca8da72d6d.jpg,88,d7e1a0edfdab7d50b8b501ca8da72d6d.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000-4-M,size,M,972c9b50e587f83bd34822daa4cd9294.jpg,972c9b50e587f83bd34822daa4cd9294.jpg,972c9b50e587f83bd34822daa4cd9294.jpg,972c9b50e587f83bd34822daa4cd9294.jpg,88,972c9b50e587f83bd34822daa4cd9294.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000-4-L,size,L,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000-4-XL,size,XL,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000-4-XXL,size,XXL,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000-4-XXXL,size,XXXL,,,,,,,,
70000-5-S,Default,simple,,base,BLACK,,S,"The magic of seduction and an explosion of sensuality. This is what this incredible and extraordinary dress made of wetlook offers you. The neckline is decorated with large, high-gloss gold eyelets from which the chain connects with the collar on the attached pins.",1,"SEXY MINI DRESS D188 - 7HEAVEN - S",,114.00,,"The magic of seduction and an explosion of sensuality. This is what this incredible and extraordinary dress made of wetlook offers you. The neckline is decorated with large, high-gloss gold eyelets from which the chain connects with the collar on the attached pins.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70000-5-M,Default,simple,,base,BLACK,,M,"The magic of seduction and an explosion of sensuality. This is what this incredible and extraordinary dress made of wetlook offers you. The neckline is decorated with large, high-gloss gold eyelets from which the chain connects with the collar on the attached pins.",1,"SEXY MINI DRESS D188 - 7HEAVEN - M",,114.00,,"The magic of seduction and an explosion of sensuality. This is what this incredible and extraordinary dress made of wetlook offers you. The neckline is decorated with large, high-gloss gold eyelets from which the chain connects with the collar on the attached pins.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70000-5-L,Default,simple,,base,BLACK,,L,"The magic of seduction and an explosion of sensuality. This is what this incredible and extraordinary dress made of wetlook offers you. The neckline is decorated with large, high-gloss gold eyelets from which the chain connects with the collar on the attached pins.",1,"SEXY MINI DRESS D188 - 7HEAVEN - L",,114.00,,"The magic of seduction and an explosion of sensuality. This is what this incredible and extraordinary dress made of wetlook offers you. The neckline is decorated with large, high-gloss gold eyelets from which the chain connects with the collar on the attached pins.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70000-5-XL,Default,simple,,base,BLACK,,XL,"The magic of seduction and an explosion of sensuality. This is what this incredible and extraordinary dress made of wetlook offers you. The neckline is decorated with large, high-gloss gold eyelets from which the chain connects with the collar on the attached pins.",1,"SEXY MINI DRESS D188 - 7HEAVEN - XL",,114.00,,"The magic of seduction and an explosion of sensuality. This is what this incredible and extraordinary dress made of wetlook offers you. The neckline is decorated with large, high-gloss gold eyelets from which the chain connects with the collar on the attached pins.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70000-5-XXL,Default,simple,,base,BLACK,,XXL,"The magic of seduction and an explosion of sensuality. This is what this incredible and extraordinary dress made of wetlook offers you. The neckline is decorated with large, high-gloss gold eyelets from which the chain connects with the collar on the attached pins.",1,"SEXY MINI DRESS D188 - 7HEAVEN - XXL",,114.00,,"The magic of seduction and an explosion of sensuality. This is what this incredible and extraordinary dress made of wetlook offers you. The neckline is decorated with large, high-gloss gold eyelets from which the chain connects with the collar on the attached pins.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70000-5-XXXL,Default,simple,,base,BLACK,,XXXL,"The magic of seduction and an explosion of sensuality. This is what this incredible and extraordinary dress made of wetlook offers you. The neckline is decorated with large, high-gloss gold eyelets from which the chain connects with the collar on the attached pins.",1,"SEXY MINI DRESS D188 - 7HEAVEN - XXXL",,114.00,,"The magic of seduction and an explosion of sensuality. This is what this incredible and extraordinary dress made of wetlook offers you. The neckline is decorated with large, high-gloss gold eyelets from which the chain connects with the collar on the attached pins.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
